songfilename,SongName,Speed,Condition,fileblock,testdurationsec,CategoryType,NumOne,NumTwo,Correct,Incorrect1,Incorrect2,Incorrect3,musicTypeLoop.thisRepN,musicTypeLoop.thisTrialN,musicTypeLoop.thisN,musicTypeLoop.thisIndex,trialsMath.thisRepN,trialsMath.thisTrialN,trialsMath.thisN,trialsMath.thisIndex,partInfoImage.started,partinfomouse.started,partinfomouse.x,partinfomouse.y,partinfomouse.leftButton,partinfomouse.midButton,partinfomouse.rightButton,partInfoImage_2.started,partinfomouse_2.started,consentBox.started,partinfomouse_2.x,partinfomouse_2.y,partinfomouse_2.leftButton,partinfomouse_2.midButton,partinfomouse_2.rightButton,partinfomouse_2.clicked_name,partInfoImage_3.started,partinfomouse_3.started,partinfomouse_3.x,partinfomouse_3.y,partinfomouse_3.leftButton,partinfomouse_3.midButton,partinfomouse_3.rightButton,partInfoImage_4.started,partinfomouse_4.started,partinfomouse_4.x,partinfomouse_4.y,partinfomouse_4.leftButton,partinfomouse_4.midButton,partinfomouse_4.rightButton,question.started,ansOne.started,ansTwo.started,ansThree.started,ansFour.started,mouseclickResponse.started,debuginfo.started,correctClick,mouseclickResponse.x,mouseclickResponse.y,mouseclickResponse.leftButton,mouseclickResponse.midButton,mouseclickResponse.rightButton,mouseclickResponse.clicked_name,text.started,partInfoImage_5.started,partinfomouse_5.started,partinfomouse_5.x,partinfomouse_5.y,partinfomouse_5.leftButton,partinfomouse_5.midButton,partinfomouse_5.rightButton,partInfoImage_6.started,partinfomouse_6.started,partinfomouse_6.x,partinfomouse_6.y,partinfomouse_6.leftButton,partinfomouse_6.midButton,partinfomouse_6.rightButton,session,date,expName,psychopyVersion,frameRate,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,multiply,2,10,20,22,23,30,0,5,5,5,0,23,23,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.019140299999,634.019140299999,634.019140299999,634.019140299999,634.019140299999,0.008844399999361485,634.019140299999,True,-0.30777777777777776,-0.40444444444444444,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Believe It (90) by Ty Magenta.wav,believe it,active,vocals,2,90,add,54,49,103,105,109,107,0,5,5,5,0,24,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.753857599997,635.753857599997,635.753857599997,635.753857599997,635.753857599997,0.01113209999675746,635.753857599997,True,-0.10222222222222223,-0.39111111111111113,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,add,51,49,100,102,104,108,0,6,6,9,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,655.4875609999981,0.05597520000083023,-0.06666666666666667,-0.29,1,0,0,658.0650720999984,658.0650720999984,658.0650720999984,658.0650720999984,658.0650720999984,0.02713900000162539,658.0650720999984,True,-0.3,-0.41,1,0,0,ansOne,650.4418541999985,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,subtract,26,25,1,7,9,7,0,6,6,9,0,1,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.9048708999981,662.9048708999981,662.9048708999981,662.9048708999981,662.9048708999981,0.008142700000462355,662.9048708999981,True,-0.1,-0.3977777777777778,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,add,46,43,89,92,91,99,0,6,6,9,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.9514219999983,668.9514219999983,668.9514219999983,668.9514219999983,668.9514219999983,0.008658999999170192,668.9514219999983,True,-0.29333333333333333,-0.3988888888888889,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,10,21,210,215,220,224,0,6,6,9,0,3,3,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.3848208999989,675.3848208999989,675.3848208999989,675.3848208999989,675.3848208999989,0.010349700001825113,675.3848208999989,True,-0.11888888888888889,-0.3988888888888889,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,subtract,50,50,0,7,5,8,0,6,6,9,0,4,4,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.3830749999979,677.3830749999979,677.3830749999979,677.3830749999979,677.3830749999979,0.008662299998832168,677.3830749999979,True,-0.3011111111111111,-0.4088888888888889,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,21,10,210,220,218,216,0,6,6,9,0,5,5,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.9573203999971,678.9573203999971,678.9573203999971,678.9573203999971,678.9573203999971,0.027841300001455238,678.9573203999971,True,-0.3,-0.3988888888888889,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,subtract,52,50,2,3,4,5,0,6,6,9,0,6,6,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.5463420999986,680.5463420999986,680.5463420999986,680.5463420999986,680.5463420999986,0.007992900002136594,680.5463420999986,True,-0.09777777777777778,-0.3988888888888889,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,subtract,28,14,14,20,22,26,0,6,6,9,0,7,7,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.5127914000004,685.5127914000004,685.5127914000004,685.5127914000004,685.5127914000004,0.009055500002432382,685.5127914000004,True,0.11222222222222222,-0.4077777777777778,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,2,10,20,21,26,22,0,6,6,9,0,8,8,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.5604813999998,690.5604813999998,690.5604813999998,690.5604813999998,690.5604813999998,0.009203000001434702,690.5604813999998,True,-0.3111111111111111,-0.3977777777777778,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,2,10,20,27,29,27,0,6,6,9,0,9,9,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.2547159999995,692.2547159999995,692.2547159999995,692.2547159999995,692.2547159999995,0.006156399998872075,692.2547159999995,True,0.09666666666666666,-0.39666666666666667,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,subtract,51,49,2,5,9,3,0,6,6,9,0,10,10,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.8730738999984,693.8730738999984,693.8730738999984,693.8730738999984,693.8730738999984,0.008249499998782994,693.8730738999984,True,-0.3011111111111111,-0.3933333333333333,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,5,12,60,61,66,64,0,6,6,9,0,11,11,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.8888518999993,695.8888518999993,695.8888518999993,695.8888518999993,695.8888518999993,0.008712200000445591,695.8888518999993,True,0.10222222222222223,-0.4022222222222222,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,12,2,24,34,32,34,0,6,6,9,0,12,12,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.9374736999998,698.9374736999998,698.9374736999998,698.9374736999998,698.9374736999998,0.008652500000607688,698.9374736999998,True,0.09888888888888889,-0.4066666666666667,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,add,28,14,42,47,43,46,0,6,6,9,0,13,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.7552299999988,701.7552299999988,701.7552299999988,701.7552299999988,701.7552299999988,0.009299599998485064,701.7552299999988,True,0.09888888888888889,-0.4066666666666667,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,10,21,210,216,215,219,0,6,6,9,0,14,14,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8481867999981,711.8481867999981,711.8481867999981,711.8481867999981,711.8481867999981,0.008747100000618957,711.8481867999981,True,-0.10888888888888888,-0.4022222222222222,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,subtract,50,48,2,4,6,7,0,6,6,9,0,15,15,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.8693224999988,714.8693224999988,714.8693224999988,714.8693224999988,714.8693224999988,0.010771000001113862,714.8693224999988,True,0.10555555555555556,-0.4011111111111111,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,subtract,48,43,5,7,10,14,0,6,6,9,0,16,16,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.0285484999986,717.0285484999986,717.0285484999986,717.0285484999986,717.0285484999986,0.008409800000663381,717.0285484999986,True,-0.30444444444444446,-0.4077777777777778,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,10,18,180,183,184,187,0,6,6,9,0,17,17,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.2303902999993,720.2303902999993,720.2303902999993,720.2303902999993,720.2303902999993,0.009156399999483256,720.2303902999993,True,0.09555555555555556,-0.40444444444444444,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,add,48,43,91,93,92,96,0,6,6,9,0,18,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.1592695999971,722.1592695999971,722.1592695999971,722.1592695999971,722.1592695999971,0.00872700000036275,722.1592695999971,True,-0.31222222222222223,-0.4033333333333333,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,2,2,4,5,10,11,0,6,6,9,0,19,19,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.8085979999996,726.8085979999996,726.8085979999996,726.8085979999996,726.8085979999996,0.009454400002141483,726.8085979999996,True,0.09444444444444444,-0.4033333333333333,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,21,2,42,45,44,45,0,6,6,9,0,20,20,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.789417699998,728.789417699998,728.789417699998,728.789417699998,728.789417699998,0.008727700002054917,728.789417699998,True,-0.10444444444444445,-0.4033333333333333,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,2,2,4,7,9,5,0,6,6,9,0,21,21,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.1891464999972,733.1891464999972,733.1891464999972,733.1891464999972,733.1891464999972,0.008528900001692818,733.1891464999972,True,-0.3,-0.40555555555555556,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,multiply,18,10,180,190,184,182,0,6,6,9,0,22,22,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.8870669999997,734.8870669999997,734.8870669999997,734.8870669999997,734.8870669999997,0.009234299999661744,734.8870669999997,True,-0.11333333333333333,-0.3933333333333333,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,subtract,22,22,0,5,4,5,0,6,6,9,0,23,23,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.4031271999993,736.4031271999993,736.4031271999993,736.4031271999993,736.4031271999993,0.009122999999817694,736.4031271999993,True,-0.10666666666666667,-0.4,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,add,26,25,51,55,57,61,0,6,6,9,0,24,24,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.6366452999973,737.6366452999973,737.6366452999973,737.6366452999973,737.6366452999973,0.008469700002024183,737.6366452999973,True,0.09,-0.4,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\silence.wav,silent,silent,silent,2,90,add,43,25,68,70,71,73,0,6,6,9,0,25,25,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.9171030999969,743.9171030999969,743.9171030999969,743.9171030999969,743.9171030999969,0.008529000002454268,743.9171030999969,True,0.09,-0.4,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,add,50,50,100,101,110,106,0,7,7,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,753.4604397999974,0.10894109999935608,-0.11333333333333333,-0.22,1,0,0,754.5756058999978,754.5756058999978,754.5756058999978,754.5756058999978,754.5756058999978,0.032506999999895925,754.5756058999978,True,0.09555555555555556,-0.39555555555555555,1,0,0,ansThree,748.3610803999982,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,add,46,43,89,92,91,99,0,7,7,1,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.3928493999992,756.3928493999992,756.3928493999992,756.3928493999992,756.3928493999992,0.009032300000399118,756.3928493999992,True,-0.30777777777777776,-0.39444444444444443,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,subtract,28,28,0,3,5,3,0,7,7,1,0,2,2,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.0032309999988,761.0032309999988,761.0032309999988,761.0032309999988,761.0032309999988,0.01744459999827086,761.0032309999988,True,-0.3022222222222222,-0.39222222222222225,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,multiply,10,12,120,125,126,128,0,7,7,1,0,3,3,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.621458499998,762.621458499998,762.621458499998,762.621458499998,762.621458499998,0.008357400001841597,762.621458499998,True,-0.10333333333333333,-0.39222222222222225,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,multiply,10,18,180,188,190,194,0,7,7,1,0,4,4,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.6545525999973,764.6545525999973,764.6545525999973,764.6545525999973,764.6545525999973,0.008786500002315734,764.6545525999973,True,0.08222222222222222,-0.39444444444444443,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,add,48,43,91,93,92,96,0,7,7,1,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.7722647999981,766.7722647999981,766.7722647999981,766.7722647999981,766.7722647999981,0.009094000000914093,766.7722647999981,True,-0.10111111111111111,-0.4033333333333333,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,add,50,25,75,80,77,85,0,7,7,1,0,6,6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.5532510999983,769.5532510999983,769.5532510999983,769.5532510999983,769.5532510999983,0.00893789999827277,769.5532510999983,True,0.10222222222222223,-0.40555555555555556,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,multiply,10,21,210,215,213,217,0,7,7,1,0,7,7,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.1514929999976,773.1514929999976,773.1514929999976,773.1514929999976,773.1514929999976,0.008584700000938028,773.1514929999976,True,-0.10111111111111111,-0.4077777777777778,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,subtract,54,49,5,12,7,6,0,7,7,1,0,8,8,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.867578399997,774.867578399997,774.867578399997,774.867578399997,774.867578399997,0.008711799997399794,774.867578399997,True,-0.29555555555555557,-0.4011111111111111,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,add,26,25,51,55,57,61,0,7,7,1,0,9,9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.3629344999972,783.3629344999972,783.3629344999972,783.3629344999972,783.3629344999972,0.00873199999841745,783.3629344999972,True,-0.09444444444444444,-0.4011111111111111,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,multiply,10,2,20,25,30,25,0,7,7,1,0,10,10,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.5294414999989,787.5294414999989,787.5294414999989,787.5294414999989,787.5294414999989,0.008801799998764182,787.5294414999989,True,0.09333333333333334,-0.39555555555555555,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,multiply,12,5,60,70,64,63,0,7,7,1,0,11,11,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.6955204999977,789.6955204999977,789.6955204999977,789.6955204999977,789.6955204999977,0.008860799996909918,789.6955204999977,True,-0.09555555555555556,-0.4066666666666667,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,multiply,18,10,180,186,184,186,0,7,7,1,0,12,12,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793.3599350999975,793.3599350999975,793.3599350999975,793.3599350999975,793.3599350999975,0.00893010000072536,793.3599350999975,True,-0.09555555555555556,-0.4066666666666667,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,add,50,50,100,101,102,107,0,7,7,1,0,13,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.5255218999991,794.5255218999991,794.5255218999991,794.5255218999991,794.5255218999991,0.009431300000869669,794.5255218999991,True,0.10666666666666667,-0.4066666666666667,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,add,49,22,71,76,81,76,0,7,7,1,0,14,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.3399041999983,796.3399041999983,796.3399041999983,796.3399041999983,796.3399041999983,0.00925469999856432,796.3399041999983,True,-0.1,-0.41333333333333333,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,add,53,49,102,109,107,112,0,7,7,1,0,15,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.6889731999981,802.6889731999981,802.6889731999981,802.6889731999981,802.6889731999981,0.008918700001231628,802.6889731999981,True,-0.2966666666666667,-0.3977777777777778,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,subtract,48,43,5,7,10,14,0,7,7,1,0,16,16,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.3353337999979,807.3353337999979,807.3353337999979,807.3353337999979,807.3353337999979,0.009415600001375424,807.3353337999979,True,-0.30333333333333334,-0.3888888888888889,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,multiply,2,10,20,27,29,27,0,7,7,1,0,17,17,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.5649746999989,812.5649746999989,812.5649746999989,812.5649746999989,812.5649746999989,0.008277699998870958,812.5649746999989,True,-0.28888888888888886,-0.4,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,add,52,50,102,107,112,107,0,7,7,1,0,18,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.7713436999984,813.7713436999984,813.7713436999984,813.7713436999984,813.7713436999984,0.06515519999811659,813.7713436999984,True,-0.10111111111111111,-0.40444444444444444,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,multiply,5,2,10,11,17,21,0,7,7,1,0,19,19,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.2458673999972,819.2458673999972,819.2458673999972,819.2458673999972,819.2458673999972,0.008695700002135709,819.2458673999972,True,-0.30444444444444446,-0.3977777777777778,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,multiply,2,12,24,28,31,32,0,7,7,1,0,20,20,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.0456223999972,821.0456223999972,821.0456223999972,821.0456223999972,821.0456223999972,0.00897629999963101,821.0456223999972,True,-0.09888888888888889,-0.39444444444444443,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,subtract,54,49,5,8,6,10,0,7,7,1,0,21,21,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.0774205999987,825.0774205999987,825.0774205999987,825.0774205999987,825.0774205999987,0.008861300000717165,825.0774205999987,True,-0.3022222222222222,-0.4033333333333333,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,subtract,46,43,3,8,6,10,0,7,7,1,0,22,22,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.4591297999978,828.4591297999978,828.4591297999978,828.4591297999978,828.4591297999978,0.009647200000472367,828.4591297999978,True,-0.3022222222222222,-0.4033333333333333,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,multiply,2,10,20,22,23,30,0,7,7,1,0,23,23,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.6242643000005,830.6242643000005,830.6242643000005,830.6242643000005,830.6242643000005,0.00931000000127824,830.6242643000005,True,-0.10888888888888888,-0.4022222222222222,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\vocals\Someone Like You (90) (Chorus Vocals) by Poison Beaches.wav,someone like you,active,vocals,2,90,multiply,10,2,20,21,22,28,0,7,7,1,0,24,24,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.2059703999985,832.2059703999985,832.2059703999985,832.2059703999985,832.2059703999985,0.009064099998795427,832.2059703999985,True,0.10888888888888888,-0.40555555555555556,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
